message,category,token
"Здравствуйте, опять хочу сообщить о беспорядке на детской площадке, почнму дворники здесь не убирают, почему дети должны играть в ужастных условиях? Кто должен следить за порядком на детских площадках? Урна сгнила и валяется в стороне",3,хотеть сообщить беспорядок детский площадка почнму дворник убирать почему ребенок должный играть ужастный условие должный следить порядок детский площадка урна сгнить валяться сторона
"<p>Добрый день, прошу настроить освещение проезда между домом № 53А по ул. Союзной и детским садом № 82. Фонари работают непонятно по какому принципу, только 2 фонаря постоянно светят, остальные работают с &nbsp;интервалами, загораются после того, как люди мимо пройдут по темноте. Фонарь в конце проезда около входа в школу № 8 не горит. Также не горит фонарь около магазина “мясной гостинец”.</p>",0,просить настроить освещение проезд дом улица союзный детский сад фонарь работать непонятно принцип фонарь постоянно светить остальной работать интервал загораться человек мимо пройти темнота фонарь конец проезд около вход школа гореть также гореть фонарь около магазин мясной гостинец
"Почему в квартире холодно , батареи еле тёплые , за что я плачу деньги 3500 руб?! У меня маленький ребёнок температура в квартире 18С• градусов , а с морозами ещё холоднее! Почему приходили проверять температуру и сказали, что 18 градусов это норма?! Мне, что делать ? Повторяю у меня маленький ребёнок !",3,почему квартира холодный батарея еле теплый плакать деньга руб маленький ребенок температура квартира градус мороз холоднее почему приходить проверять температура сказать градус норма делать повторять маленький ребенок
"Трамвайная остановка пл. Перекальского г. Курск. Центр города, на остановке всегда множество людей ожидает свой транспорт, остановка не оборудована самым элементарным навесом от солнца, дождя, нет даже обыкновенной лавочки, чтобы пожилые пассажиры смогли с комфортом ждать трамвай. Когда решится проблема с остановкой?",8,трамвайный остановка пл перекальский курск центр город остановка множество человек ожидать транспорт остановка оборудовать самый элементарный навес солнце дождь обыкновенный лавочка пожилой пассажир смочь комфорт ждать трамвай решиться проблема остановка
"<p><span style=`background-color:rgb(225,245,254);color:rgb(35,39,53);`>Огроменные ямы всей этой улице!!! не соответствует ГОСТ Р 50597-93!! Размер больше 15 см. Аварийное состояние!!! 12 дней на устранение!!!</span></p>",0,огроменный яма весь улица соответствовать гост размер см аварийный состояние день устранение
"Сквер Изумрудный, не работает второй фонарь со стороны автосервиса.",3,сквер изумрудный работать второй фонарь сторона автосервис
"Не работает световая индикация пешеходного светофора, расположенного в районе АЗС `Газпром` на проспекте Клыкова",0,работать световой индикация пешеходный светофор расположить район азс газпром проспект клыков
"<p>Здравствуйте. В июне месяце переоформила маленькие детские, которые 362,50руб (я получаю как мать-одиночка). Сегодня 05.07 всем пришли деньги (узнавала в группе в контакте по пособиям), а мне не пришло. Переоформляла через МФЦ. Подскажите, по какой причине мне не начислили денежные средства??? (моё ФИО Тихонкова Екатерина Эдуардовна 26.04.1993)</p>",10,июнь месяц переоформить маленький детский который руб получать мать-одиночка сегодня весь прийти деньга узнавать группа контакт пособие прийти переоформлять мфц подскажите причина начислить денежный средство фио
"Мусор на первом этаже, первого подъезда. Управляющая компания не производит уборку",3,мусор первый этаж первый подъезд управлять компания производить уборка
"<p>Здравствуйте, пожалуйста отремонтируйте дорогу, указанную на карте. Два года назад к нам в посёлок приезжал губернатор Роман Владимирович. Эту дорогу перекрыли техникой и полосатыми ленточками, видимо имитируя ремонтные работы, но на том все и закончилось. Дорогу с тех пор не ремонтировали, а она все хуже и хуже с каждым днем.</p>",0,пожалуйста отремонтировать дорога указать карта год назад поселок приезжать губернатор дорога перекрыть техника полосатый ленточка видимо имитировать ремонтный работа весь закончиться дорога пора ремонтировать хуже хуже каждый день
"<p>Не закрыта крышка канализационного люка с правой стороны дома по указанному адресу, по дороге в парк.&nbsp;</p>",3,закрыть крышка канализационный люк правый сторона дом указать адрес дорога парк
"<p>Добрый день. Прошу вас определить балансовую принадлежность площадки для сбора мусора по адресу г.Курск ул. Льва Толстого 1. И привести ее в соответствие с санитарно-гигиеническими нормами. Так как бункер для сбора крупногабаритного мусора постоянно стоит за ее пределами на проезжей части, перегораживая въезд в ГСК-109. Неоднократные обращения в организацию по вывозу мусора и управляющую компанию города Курска не приводят ни к чему .</p>",3,просить определить балансовый принадлежность площадка сбор мусор адрес курск улица лев толстой привести соответствие санитарно-гигиенический норма бункер сбор крупногабаритный мусор постоянно стоить предел проезжий часть перегораживая въезд неоднократный обращение организация вывоз мусор управлять компания город курск приводить
"Новый сквер на Белгородской, свалка мусора",16,новый сквер белгородский свалка мусор
"В 2021 году в Советском районе Курской области построят ФОКОТ (Физкультурно Оздоровительный Комплекс Открытого Типа), это очень радостное событие в жизни района, но есть несколько НО !!!!!!

В центре п. Кшенского (напротив техникума)  находится загнивающий, неухоженый  стадион с огромной территорией,да там и стадионом назвать стыдно это место и это сердце посёлка  - самый центр района !!!!!!! 

Практически все жители района в разговорах между собой думали и радовались что строительство ФОКОТа пройдёт именно там. Тем самым облагородят эту территорию и в центре поселка появится центр притяжения, ведь рядом парк, проспект Клыкова, ДК, отдел полиции, который бы мог смотреть за порядком и многое другое, НО длилась радость недолго и неравнодушные люди из администрации района рассказали что строительство ФОКОТа пройдёт в д. Волжанец и они крайне недовольны местом расположения ФОКОТа, но попросили остаться инкогнито, чтобы не испытывать проблемы на работе и попросили дать огласке данное решение властей района. 

В п. Кшенский около 6000 человек по данным на 2020 год из Википедии, а в д. Волжанец около 1000 на 2010 год, неужели непонятно где где должен находиться ФОКОТ ???? И это учитывая что в Кшенском нет спортивных сооружений, даже  ФОК  находится ближе к д. Волжанец, чем к центру п Кшенского. Тысячи талантливых ребят  не смогут физически ходить тренироваться в Волжанский с/с , никто не спорит что и в каждом с/с должны быть спортплощадки, но каждая площадка должна соответствовать местному населению. 

Таких площадок в районе скорее всего не будет ближайшее время, а может и вообще никогда. 

Прошу администрацию района пересмотреть свои взгляды на данный проект, даже губернатор сказал что сначала строим там, где больше всего населения, дороги, соц. объекты, сторт и т  д.  

По нашим данным уже приезжал подрядчик для осмотра территории стройплощадки, что говорит о скором начале строительства. Может у администрации есть что сказать пл данному вопросу ???  И хотелось бы на будущее, чтобы проходило любо голование, либо общественные слушания с населением района по важным вопросам. 

Данное письмо постенно будем пересылать всё выше и выше, вопрос очень важен для жителей Советского района.",11,год советский район курский область построить фокот физкультурно оздоровительный комплекс открытый тип радостный событие жизнь район несколько центр кшенский напротив техникум находиться загнивать неухоженый стадион огромный территория стадион назвать стыдно место сердце поселок самый центр район практически весь житель район разговор думать радоваться строительство фокот пройти именно тема самый облагородить территория центр поселок появиться центр притяжение рядом парк проспект клыковый дк отдел полиция который мочь смотреть порядок многое длиться радость недолго неравнодушный человек администрация район рассказать строительство фокот пройти волжанец крайне недовольный место расположение фокот попросить остаться инкогнито испытывать проблема работа попросить дать огласка данный решение власть район кшенский около человек данные год википедия волжанец около год неужели непонятно должный находиться фокот учитывать кшенский спортивный сооружение фок находиться близкий волжанец центр кшенский тысяча талантливый ребята смочь физически ходить тренироваться волжанский никто спорить каждый должный спортплощадка каждый площадка должный соответствовать местный население площадка район скорый весь близкий время мочь вообще просить администрация район пересмотреть взгляд данный проект губернатор сказать сначала строить весь население дорога соц объект сторт далее данные приезжать подрядчик осмотр территория стройплощадка говорить скорый начало строительство мочь администрация сказать пл данный вопрос хотеться будущее проходить любо голование общественный слушание население район важный вопрос данный письмо постенно пересылать весь высоко выше вопрос важный житель советский район
"Покрытие тротуара в районе домов №1, №1-А по проспекту Дружбы находится в неудовлетворительном состоянии. Прошу выполнить ремонт покрытия тротуара.",3,покрытие тротуар район дом проспект дружба находиться неудовлетворительный состояние просить выполнить ремонт покрытие тротуар
<p>Прошу Вас изменить время прибытия пригородного поезда 6402. Сделав прибытие поезда в 10:18.</p>,8,просить изменить время прибытие пригородный поезд сделав прибытие поезд
<p>51°42'29.4`N 36°12'57.1`E</p><p>бывший мост Ж/Д. нет перил. &nbsp;<br>Старый мост используют как пешеходную переправу через реку Кривец. Так же переправляется лёгкая мото техника(мотоциклы и квадроциклы. Лежат остатки шпал и грунт-после дождя все превращается в склизкую “кашу”. Есть опасность падения с высоты из-за отсутствия ограждения.</p>,0,бывший мост перила старый мост использовать пешеходный переправа река кривец переправляться легкий мото техника мотоцикл квадроцикл лежать остаток шпала грунт-посол дождь весь превращаться склизкий каша опасность падение высота отсутствие ограждение
"<p>Прошу Вас перекрасить трамвай 71-619К №111. Данный трамвай находится в участном состоянии. Прошу Вас данный трамвай оформить по дизайн коду. Его надо было уже давно перекрасить, на нем краска уже выцвела.</p>",8,просить перекрасить трамвай данный трамвай находиться участный состояние просить данный трамвай оформить дизайн код давно перекрасить краска выцвести
<p>Хотелось что бы в этом году в Курской области были посажен лес Победы. В данной акции приняли бы участия все желающие а также волонтёры. Можно было бы еще сделать что бы жители и волонтеры смогли приходить со своим деревцем.&nbsp;</p><p><br data-cke-filler=`true`></p>,16,хотеться год курский область посадить лес победа данный акция принять участие весь желать также волонтер сделать житель волонтер смочь приходить деревце
"Не работает наружное освещение, ул, Серёгина 29, ул. Гагарина 3, ул. п-т Кулакова 5а, 5",3,работать наружный освещение улица серегин улица гагарин улица п-т
"<p>На протяжении месяца отсутствует подача электроэнергии &nbsp;к &nbsp;жилому дому. &nbsp;на мое обращение в Районные &nbsp;электрические сети об устранении неполадки получаю только обещания. Обращение через ЕДС &nbsp;желаемого результата не принесло. &nbsp;Являюсь ветераном труда Курской области, инвалидом . Прошу Вас помочь мне решить эту проблему. С уважением &nbsp;Бегучев И.Н. 22.04.2022г.</p>",3,протяжение месяц отсутствовать подача электроэнергия жилой дом обращение районный электрический сеть устранение неполадка получать обещание обращение едс желаемый результат принести являться ветеран труд курский область инвалид просить помочь решить проблема уважение
"<p>Прошу Вас перенести мусорную площадку на Литейной (возле ЛАЗ) ближе к дороги. Также прошу Вас установить новые контейнеры с крышками, и что бы перенесли площадку ка моно быстрее.</p>",3,просить перенести мусорный площадка литейный возле лаз близкий дорога также просить установить новый контейнер крышка перенести площадка ка моно быстрый
"Заросли, очень много травы",3,заросль трава
"Добрый день. По адресу ул. Черняховского,  д.33 напротив 6 подъезда располагается линия электропередач со светильников для уличного освещения. Вокруг светильника обросло дерево, из за этого на территорию с торца дома не попадает свет.  И недавно сам светильник упал с кронштейна, висит на проводе и перестал работать.",3,адрес улица черняховский напротив подъезд располагаться линия электропередача светильник уличный освещение вокруг светильник обрасти дерево территория торец дом попадать свет недавно светильник упасть кронштейн висеть провод перестать работать
"<p>Здравствуйте! Когда в Курске власти наведут порядок с общественным транспортом ? Несколько лет ничего не могут сделать, чтобы в тёмное время не стоять на остановке по 40 минут. Много говорили о новой транспортной сети и результат какой ? На каком этапе сейчас двухуровневая транспортная сеть? В сторону Дериглазова, если и можно уехать после 21.00, то в переполненной маршрутке. Сразу вопрос к соблюдению коронавирусных мер! Как их соблюдать? Но с некоторых остановок совсем нереально уехать. Остановка СХА в сторону Дериглазова - 5 чахлых маршруток проехали и ни одна не остановилась, это нормально ? Как добираться до дома? 40 автобусов новых Москва (с барского плеча) отправила в Курск, на какие маршруты их пустят? &nbsp; &nbsp; &nbsp;</p>",8,курск власть навести порядок общественный транспорт несколько год ничто мочь сделать темный время стоять остановка минута говорить новый транспортный сеть результат этап двухуровневый транспортный сеть сторона уехать переполненный маршрутка сразу вопрос соблюдение коронавирусный мера соблюдать некоторый остановка нереальный уехать остановка сха сторона чахлый маршрутка проехать остановиться нормально добираться дом автобус новый москва барский плечо отправить курск маршрут пустить
Не работает фонарь в сквере `Изумрудный` по направлению к 16 дому,3,работать фонарь сквер изумрудный направление дом
"<p>Прошу Вас установить освещение по ул. Энгельса хотя бы на четных опорах, Вы понимаете что освещения можно сказать нету, наши дети ходят в школьному автобусу по темноте, почему там тяжело установить через столб освещение, люди ходят в храм по темноте, да даже там где остановка находится и то, освещения нету&nbsp;</p>",0,просить установить освещение улица энгельс хотя четный опора понимать освещение сказать нету ребенок ходить школьный автобус темнота почему тяжелый установить столб освещение человек ходить храм темнота остановка находиться освещение нету
<p>Не работает наружнее освещение на улице Союзная 53</p>,3,работать наружнее освещение улица союзный
В районе дома №38 по улице Косухина выявлены безнадзорные собаки без бирок.,1,район дом улица косухин выявить безнадзорный собака бирка
"<p>Уже писала жалобу 142857. И пишу снова! Ваша уборочная техника может нормально чистить дорогу? По этой дороге ездят не только машины, но и ходят люди, потому что другой дороги к домам нет!!! Кучи снега по краю дороги лежит, людям ходить негде! Всё думают только о машинах! Почему нельзя расчистить больше! Теперь по краю дороги 2 кучи снега вдоль дороги после техники. Гора от первой уборки и гора от второй уборки! Скоро дорога от такой халатной уборке станет ещё у́же и людям придется идти по дороге вместе с едущими машинами!!!!&nbsp;</p>",0,писать жалоба писать снова уборочный техника мочь нормально чистить дорога дорога ездить машина ходить человек дорога дом куча снег край дорога лежать человек ходить негде весь думать машина почему расчистить большой край дорога куча снег вдоль дорога техника гора первый уборка гора второй уборка скоро дорога халатный уборка стать человек прийтись идти дорога вместе ехать машина
<p>Жители деревни 2-е Максимово просят провести очистку &nbsp;и обслуживание грунтовой дороги от трассы ЗВК-031 (соединяющей Воронежскую трассу и посёлок Солнцево) до деревни 2-е Максимово и дорогу между домами в деревне 2-е Максимово.&nbsp;</p>,0,житель деревня максимово просить провести очистка обслуживание грунтовый дорога трасса соединять воронежский трасса поселок солнцево деревня максимово дорога дом деревня максимово
Закрыт обзор на пешеходном переходе,0,закрыть обзор пешеходный переход
Детская площадка во дворе школы 59 сломана труба для подъёма.,3,детский площадка двор школа сломать труба подъем
"Разбита дорога на всем протяжении от трассы до дома пос. Подлесный 1а
Вокруг домов с 1 по 10 ямы как после бомбежки, мы в мирное время живём???? За что мы платим транспортный налог и акцизу на бензин????",0,разбить дорога весь протяжение трасса дом пос подлесный вокруг дом яма бомбежка мирный время жить платить транспортный налог акциз бензин
"<p>Здравствуйте! Я хочу сообщить о проблеме бродячих собак во дворе дома по ул. Республиканской, 8. Сегодня утром они напали на меня, спасибо проходившим мимо людям, которые отпугнули ее. Каждый день я хожу с ребенком и ни раз наблюдала, как они сидят около моей машины. Ведь стерилизация не может защитить от укусов &nbsp;и от получения испуга ребенком и даже взрослым. &nbsp;Очень прошу Вас помочь в решении данной проблемы. Ведь на самом деле это очень серьезно!!!Повторюсь собаки огромные!&nbsp;</p>",1,хотеть сообщить проблема бродячий собака двор дом улица республиканский сегодня утро напасть спасибо проходить мимо человек который отпугнуть каждый день ходить ребенок наблюдать сидеть около машина стерилизация мочь защитить укус получение испуг ребенок взрослый просить помочь решение данный проблема дело серьезно повторюсь собака огромный
Отсутствие люка и люк сломан. 2 колодца на пересечении Сергеева и Орловской,3,отсутствие люк люк сломать колодец пересечение сергеев орловский
"<p>Стая бродячих собак постоянно пугает, как детей так и взрослых. Прошу принять меры к отлову данной стаи. С данной проблемой я обращаюсь уже год, но ни чего не меняется одни отписки!!!!</p>",1,стая бродячий собака постоянно пугать ребенок взрослый просить принять мера отлов данный стая данный проблема обращаться год меняться отписка
Сгоревшие сараи превращённые в свалку. Может пора уже расчистить это место?!,16,сгореть сарай превращенные свалка мочь пора расчистить место
"<p>Здравствуйте! Прошлой осенью между детским садом №105 и школой №51 проводились ремонтные работы, в ходе которых был поврежден асфальт на пешеходной дорожке. В настоящий момент данный участок представляет собой непролазную грязь. Прошу восстановить асфальтовое покрытие, а так же прилегающие газоны. В приложении отметка на карте.&nbsp;</p>",3,прошлый осень детский сад школа проводиться ремонтный работа ход который повредить асфальт пешеходный дорожка настоящий момент данный участок представлять непролазный грязь просить восстановить асфальтовый покрытие прилегать газон приложение отметка карта
<p>Провал асфальта в пешеходной зоне</p>,3,провал асфальт пешеходный зона
"Добрый день, отсутствие мусорной площадки и мусорных баков по проспекту Дружбы 19д, ближайшая площадка находится у дома проспект Дружбы 19а, до неё около 250-300 метров, что не соответствует нормам. Образовалась свалка мусора за домом 19д, со стороны заправки ЛУКОЙЛ.
Застройщик сдал дом, а о контейнерах не подумал, УК приняла дом с нарушением.",3,отсутствие мусорный площадка мусорный бак проспект дружба далее близкий площадка находиться дом проспект дружба около метр соответствовать норма образоваться свалка мусор дом сторона заправка лукойл застройщик сдать дом контейнер подумать ук принять дом нарушение
"<p>В 2020 я писала на ваш сайт об отсутствии дороги по ул. Баклашовка. Д. 1 Моква. Мне прислали ответ, что в 2021 году будет произведен ремонт дороги с помощью программы` Народный бюджет` . но уже середина июня, а работы не начинаются. Прошу разъяснить ситуацию, В 2020 я писала на ваш сайт об отсутствии дороги по ул. Баклашовка. Д. 1 Моква. Мне прислали ответ, что в 2021 году будет произведен ремонт дороги с помощью программы` Народный бюджет` . Но уже середина июня, а работы не начинаются. Прошу разъяснить ситуацию, будет ли ремонт дороги в этом году ?</p>",0,писать сайт отсутствие дорога улица баклашовка моква прислать ответ год произвести ремонт дорога помощь программа народный бюджет середина июнь работа начинаться просить разъяснить ситуация писать сайт отсутствие дорога улица баклашовка моква прислать ответ год произвести ремонт дорога помощь программа народный бюджет середина июнь работа начинаться просить разъяснить ситуация ремонт дорога год
"<p>Обращаюсь по вопросу ремонта дороги к дому по адресу: ул. Мира, д. 8/5. 28.09.2021г. &nbsp;было получено письмо , в тексте которого ,было обещано отремонтировать проблемный участок дороги в срок до 01.11.2021г., но уже 08.11.2021г. дорожное покрытие так и не было восстановлено! В очередной раз убедительно прошу разобраться с нашей проблемой!&nbsp;</p>",0,обращаться вопрос ремонт дорога дом адрес улица мир получить письмо текст который обещать отремонтировать проблемный участок дорога срок дорожный покрытие восстановить очередной убедительно просить разобраться проблема
"<p>Вот так у нас собирают мусор. Не было никакого объявления и предупреждения, что не будет машины которая забирает его. Люди вынесли мусор в положенный день, но машины так и не было. По и тогу на утро такая картина&nbsp;</p>",16,собирать мусор никакой объявление предупреждение машина который забирать человек вынести мусор положенный день машина тогу утро картина
Ямы по всей проезжей части 3-го Краснополянского переулка,0,яма весь проезжий часть краснополянский переулок
"<p>Добрый вечер. Просьба привести в порядок лавочку, установленную возле гостиницы Центральной. Уже почти год как от неё отвалилась часть конструкции, что создаёт неудобство</p>",3,просьба привести порядок лавочку установить возле гостиница центральный год отвалиться часть конструкция создавать неудобство
<p>На участке от д Берегова 5 &nbsp;до &nbsp;д Береговая 17 &nbsp; неизвестная компания &nbsp; вывозила сухостой &nbsp;завалила мусоров все дорожное полотно и не убрали &nbsp; ( предположительно собственник земельного участка вдоль это дорожного полотна от Береговой 5 до Береговой 17)</p>,0,участок берегово береговой неизвестный компания вывозить сухостой завалить мусоров весь дорожный полотно убрать предположительно собственник земельный участок вдоль дорожный полотно береговой береговой
"Что за экономия (всегда вкл в 9 и в 11 выкл) и так весь льгов, наружнее освещение",3,экономия вкл выкл весь льгов наружнее освещение
"<p>16 июня в соответствии с графиком отключения по данному адресу прекратили подачу горячей воды, которая не восстановлена до настоящего момента. &nbsp;На данный момент, в период снижения среднесуточной температуры, такая ситуация осложняет возможность не только проведения гигиенических процедур, но и другие аспекты быта. Комитет ЖКХ на просьбы повлиять на ситуацию отвечает, что теплоснабжение будет восстановлено 30, а на данный момент подача воды осуществляется по обратному трубопроводу. В действительности вместо горячей или хотя бы теплой воды дом снабжается водой холодной.&nbsp;</p><p>Прошу помощи в решении данной проблемы.</p>",3,июнь соответствие график отключение данный адрес прекратить подача горячий вода который восстановить настоящий момент данный момент период снижение среднесуточный температура ситуация осложнять возможность проведение гигиенический процедура аспект быт комитет жкх просьба повлиять ситуация отвечать теплоснабжение восстановить данный момент подача вода осуществляться обратный трубопровод действительность вместо горячий хотя теплый вода дом снабжаться вода холодный просить помощь решение данный проблема
<p>Этот столб скоро упадет. Расположение: после черты города Курска за проспектом Дериглазово и не доезжая полигона ТБО в Чаплыгино.</p>,3,столб скоро упасть расположение черта город курск проспект дериглазово доезжать полигон тбо чаплыгино
"Добрый день. Уточните, есть ли в этом месте пешеходный переход (для пересечения ул. Садовой по ул. Радищева)? На Яндекс.картах указано, что есть. На практике, на месте нет ни светофора для пешеходов, ни зебры, ни доступного для обозрения пешеходов   знака.",0,уточните место пешеходный переход пересечение улица садовый улица радищев яндекс карта указать практика место светофор пешеход зебра доступный обозрение пешеход знак
"<p>Напротив дома находится не понятно к чьей ведомости относящийся люк, его накрыли куском плиты, всё это никак не закреплено. Просим привести в надлежаший порядок данный люк.&nbsp;</p>",3,напротив дом находиться понятный чей ведомость относиться люк накрыть кусок плита весь никак закрепить просить привести надлежаший порядок данный люк
<p>Прошу Вас пустить один рейс в день по маршруту Льгов 2- ЖД вокзал-Льгов 2. Отправлением с остановки Льгов 2 в 10:00 и отправлением с остановки Льгов 1 в 19:10. Прошу поставить на маршрут перевозчика Татаренко М. В&nbsp;</p>,8,просить пустить рейс день маршрут льгов жд вокзал-льгов отправление остановка льгов отправление остановка льгов просить поставить маршрут перевозчик татаренко
